Username,TweetId,Title,Content
SenSanders,1345094383104884736,SenSanders_1345094383104884736,"Over the past four days, I have asked—time and again—for a vote on $2,000 payments that Trump, Biden, two-thirds of the House (including 44 Republicans), and 78% of the public support. Tragically, Republican leadership has turned its back on the working families of this country. https://t.co/Cg2n5c0iKh"
SenSanders,1345081624120209408,SenSanders_1345081624120209408,"Republicans think I don’t do much for them, but I’m trying to bring Mitch McConnell’s bill to the floor! All I ask is we also vote on the House-passed bill for $2,000 survival checks.

It’s hard for me to understand why Republicans would object to voting on a Republican bill. https://t.co/5R72VDRzQr"
SenSanders,1345078001113948160,SenSanders_1345078001113948160,"Amazon made $10.8 billion in profits, didn't pay a dime in federal taxes, and got a $129 million check from the IRS—courtesy of Mitch McConnell and the Republican Senate.

But as our people suffer, a $2,000 check to the working class is ""socialism for the rich""? Give me a break. https://t.co/lpj2sD9Aev"
SenSanders,1345057489377775616,SenSanders_1345057489377775616,"I am on the Senate floor with a compromise: Let us vote on both $2,000 survival checks and McConnell's alternative, and see where the chips fall.

Working families need help NOW. Let us not go home until the American people see their Senators vote! https://t.co/7Y9rita2LF"
SenSanders,1345030389849583616,SenSanders_1345030389849583616,"Today, I will ask that the Senate vote yes or no on two bills: 

1. The House passed $2,000 survival checks 
2. Mitch McConnell’s alternative bill

What objection could he possibly have to voting on his own bill? Let the Senate vote on $2,000 checks, Mitch!"
SenSanders,1344773579355918336,SenSanders_1344773579355918336,"I’m delighted that Mitch McConnell suddenly decided to care about “socialism for the rich”! That means the huge tax breaks for billionaires that he helped pass—not the $2,000 direct payments that America’s struggling working-class families desperately need. https://t.co/wtIZI8ZAO8"
SenSanders,1344750194211090432,SenSanders_1344750194211090432,"Mitch McConnell says $2,000 checks are ""socialism for the rich."" Ha!

Here are the tax rebate checks corporations received from Trump's tax plan: 

Amazon: $129 million
Delta: $187 million
Chevron: $181 million
GM: $104 million
IBM: $342 million

That's socialism for the rich!"
SenSanders,1344692341756620800,SenSanders_1344692341756620800,"I am once again asking for a yes-or-no vote on $2,000 survival checks. https://t.co/chyjmMgspS"
SenSanders,1344684854663929856,SenSanders_1344684854663929856,"All of a sudden, Mitch McConnell is ""worried"" about giving a $2,000 check to someone who ""doesn't need it.""

That's funny. He had no problem giving a $560 million tax break to Sheldon Adelson who is worth $34.3 billion. Total hypocrisy! Let the Senate vote on $2,000 now, Mitch!"
SenSanders,1344437029862518784,SenSanders_1344437029862518784,"I'm trying to figure out what the problem is with voting up or down on $2,000 direct payments to working people. Senate Republicans can't seem to give me a clear answer. https://t.co/SIF3KnRFCn"
SenSanders,1344085682319466496,SenSanders_1344085682319466496,"Bring the $2,000 checks up for a vote, Mitch. That's what democracy is about. That's what the American people want. https://t.co/fCBKsrAc6w"
SenSanders,1344023347244498944,SenSanders_1344023347244498944,"We are at a historic moment. Do we turn our backs on working families who are hurting like they have never hurt before? Or do we provide them with the help they need?

Mitch McConnell and Senate Republicans are turning their backs. Enough! Let the Senate vote on $2,000 checks!"
SenSanders,1343983110229266432,SenSanders_1343983110229266432,"Today @SenMarkey and I demanded a vote on $2,000 for working people. It’s simple—no vote, no new year's break for Senators."
SenSanders,1343952354853453824,SenSanders_1343952354853453824,"Today, I will be going to the floor of the Senate to demand that the Senate pass a $2,000 direct payment to every working class American in this country. What would a $2,000 direct payment mean to you?"
SenSanders,1343928530435002368,SenSanders_1343928530435002368,"Two-thirds of the House voted to provide $2,000 in direct payments to the working class. Now it’s the Senate’s turn to do that—no excuses.

Unless McConnell agrees to a vote on $2,000 relief checks, Congress will be spending New Year’s Eve in the Capitol. https://t.co/YYNYub2xFE"
SenSanders,1343742641004048384,SenSanders_1343742641004048384,"84% of Democrats want the Senate to pass a $2,000 direct payment

73% of Republicans want the Senate to pass a $2,000 direct payment

74% of Independents want the Senate to pass a $2,000 direct payment

The House approved a $2,000 direct payment

Let the Senate vote, Mitch!"
SenSanders,1343694844665999360,SenSanders_1343694844665999360,"The House passed a $2,000 direct payment for working people. Now it's the Senate's turn. If McConnell doesn't agree to an up or down vote to provide the working people of our country a $2,000 direct payment, Congress will not be going home for New Year's Eve. Let's do our job."
SenSanders,1343378721143717888,SenSanders_1343378721143717888,"Finally. Now, Trump must get Mitch McConnell and his Republican friends in the Senate to pass legislation to provide $2,000 in direct payments to the working class— legislation I introduced with @SenKamalaHarris and @SenMarkey 7 months ago."
SenSanders,1343252176500625408,SenSanders_1343252176500625408,"If Trump refuses to sign the COVID-relief bill:

-14 million will lose unemployment benefits
-The government will shutdown on Tuesday
-The eviction moratorium will end on New Year's Eve

Mr. President: Sign this bill NOW &amp; get the Republican Senate to pass $2,000 in direct relief"
SenSanders,1343001206847893504,SenSanders_1343001206847893504,"Let's be clear:

The top 1% &amp; large corporations did NOT need a $1 trillion tax break.

The U.S. did NOT need to spend $6 trillion on endless wars.

The billionaire class does NOT need to pay a lower tax rate than the bottom 90%.

The working class NEEDS a $2,000 survival check."
SenSanders,1342897183675338752,SenSanders_1342897183675338752,"14 million Americans will lose their unemployment benefits if Trump does not sign Covid relief legislation today.

Mr. President: Stop playing golf and sign this bill NOW! And tell Mitch McConnell to pass legislation to provide $2,000 direct payments to the working class."
SenSanders,1342503696110915584,SenSanders_1342503696110915584,"Jane and I wish you a safe and merry Christmas, and happy holidays. This has been an enormously difficult year for far too many. As we head into the new year, let us rededicate ourselves to building a world of peace, justice and compassion for all."
SenSanders,1342190210004692992,SenSanders_1342190210004692992,"People who deserve pardons: 450,000 non-violent drug offenders.

People who don't deserve pardons: Paul Manafort, Roger Stone, Charles Kushner, Duncan Hunter, Joe Arpaio &amp; the Blackwater guards who massacred civilians in Iraq.

Yes. Trump is the most corrupt president in history."
SenSanders,1342161178169126912,SenSanders_1342161178169126912,"Republicans in Washington are happy to cheer on Trump's bogus conspiracy theories on non-existent election fraud, but refuse to support him when it comes to providing a $2,000 direct payment to working class Americans facing economic desperation. Pathetic."
SenSanders,1341805083160403968,SenSanders_1341805083160403968,"Hey, Senator McConnell. The ball's in your court. Schumer, Pelosi and Trump all want us to pass a $2,000 direct payment for working-class Americans who are facing more economic desperation than at any time since the Great Depression. Leader McConnell, let the Senate vote!"
SenSanders,1341486311925030912,SenSanders_1341486311925030912,"Jeff Bezos, the wealthiest man alive, became $83 billion richer over the past 9 months while Amazon made record profits. Meanwhile, Amazon workers are risking their lives to fill holiday orders and are denied paid sick leave and hazard pay. This ugly corporate greed must end."
SenSanders,1341468943278551040,SenSanders_1341468943278551040,"JPMorgan Chase illegally charged 170,000 of their customers with bogus overdraft fees and regulators let them off the hook— no fine, no sanctions, no nothing. No. The government does not regulate Wall Street. The truth is Wall Street regulates the government. That must change."
SenSanders,1341392885967679488,SenSanders_1341392885967679488,"That's funny. I didn't hear Sen. Paul worry about the deficit when he voted to give $1 trillion in tax breaks to the top 1% &amp; large corporations. Yes. We should provide the working class with $2,000 a month during the pandemic like Canada did &amp; repeal the tax breaks for the rich."
SenSanders,1341232853334585344,SenSanders_1341232853334585344,"Over the last few weeks, I have worked very hard to provide direct payments to working families across America.

While we did not get as much as we wanted, the average family of four will receive a direct payment of $2400.

In this horrific crisis, we must fight for more relief. https://t.co/lwjl5AfaTo"
SenSanders,1341199328388534272,SenSanders_1341199328388534272,"While the GOP prevented adequate financial relief to working families, they did get:

-$120 billion tax break for business owners in the 1%
-$6.3 billion tax break for a 3-martini lunch
-$4.2 billion tax break for offshore tax scams
-$2 billion for the space force

Pathetic."
SenSanders,1341186167132352512,SenSanders_1341186167132352512,"This Covid relief bill is a step forward. The average family of four will receive $2400 under this bill.

Will that help? Yes, it will. Is it enough? No, it is not. Under the Biden administration, we will continue to work hard and see our people through this crisis. https://t.co/Ogq5RtpznY"
SenSanders,1341151608571346944,SenSanders_1341151608571346944,Even the Congressional Budget Office run by the Republicans concluded that Medicare for All would provide universal health care to everyone in America and cost $650 billion LESS than our current dysfunctional health care system each and every year. Yes. We need #MedicareForAll.
SenSanders,1341121240631812096,SenSanders_1341121240631812096,"The COVID-relief bill that Congress will vote on today will help many, but goes nowhere near far enough. The Biden Administration, on day 1, must bring forth a major economic relief bill that addresses the severe economic pain of working families— including more direct payments."
SenSanders,1340444676499845120,SenSanders_1340444676499845120,"During the worst economic crisis since the Great Depression, there should NOT be a tradeoff between survival checks that the working class, seniors, children &amp; the disabled desperately need and emergency unemployment benefits. In the richest country in the world, we must do both."
SenSanders,1340427267579781120,SenSanders_1340427267579781120,"Over the past 9 months, 651 billionaires in America became over $1 trillion richer.
 
During the same time, the working class, the elderly and the disabled were told to survive on just a $1,200 check.
 
$1 trillion for billionaires. One $1,200 check for the rest. That is immoral."
SenSanders,1340105790921846784,SenSanders_1340105790921846784,"I told my Senate colleagues loudly and clearly: Congress should be working 24 hours, 7 days a week until we pass a bill that addresses the pain and anxiety of millions of families throughout this country. Period. https://t.co/SG3rITxp9t"
SenSanders,1340039398562426880,SenSanders_1340039398562426880,"I am on the floor urging the Senate to provide $1,200 direct payments to all working-class Americans and $500 to their kids.

Millions are out of work, hungry, and can’t pay rent. The American people need their government to step up and pass this relief. https://t.co/R5JetEqP3q"
SenSanders,1340023308205641728,SenSanders_1340023308205641728,"At a time when tens of millions of American workers are struggling economically, I will be going to the Senate floor at 4PM today to ask unanimous consent for my legislation to provide a direct payment of $1,200 for all working-class Americans and $500 for their children. https://t.co/C8g0wHHyRi"
SenSanders,1339376388361637888,SenSanders_1339376388361637888,"Until recently, there was no direct relief being considered for desperate, hungry people facing eviction.

What I have fought for—with progressives and conservatives—is direct payments to the working class.

We are making progress in Congress, but we must go much further. https://t.co/OgdoVj2Ouw"
SenSanders,1339289091884650496,SenSanders_1339289091884650496,I am on the Senate floor to say clearly: America's working class is in the worst financial shape since the Great Depression. We must fight for a COVID-19 package that provides real relief for working families. https://t.co/JlbUE4Zrf6
SenSanders,1338911648673898496,SenSanders_1338911648673898496,"Over 60 grassroots organizations representing millions of people are demanding Congress provide $1,200 direct payments to working-class adults and $500 to kids.

It is time for Congress to listen to the will of the people and pass relief for working families. https://t.co/tazt8b9c6S"
SenSanders,1338869753360707584,SenSanders_1338869753360707584,"Congress can't go home for the Christmas holidays until we pass legislation which provides a $1,200 direct payment to working class adults, $2,400 for couples and $500 for kids. This is what Democrats &amp; Republicans did in March through the CARES Act. It's what we must do today."
SenSanders,1338574702953066496,SenSanders_1338574702953066496,"The most effective way to keep Americans out of poverty is providing every working-class adult $1,200 and $500 for their kids.

75% of Americans want Congress to prioritize these payments in COVID-19 relief—far above everything else. Congressional leadership must listen to them."
SenSanders,1338547924159127552,SenSanders_1338547924159127552,"Congress should be working 24 hours, 7 days a week until we pass a bill that provides emergency assistance to the American people in their time of need.

That bill must include $1,200 direct payments to working-class individuals, $2,400 for couples and $500 for kids. https://t.co/wWxrI1WLqg"
SenSanders,1337760869036527616,SenSanders_1337760869036527616,"I introduced an amendment with @HawleyMO that would provide a direct payment of $1,200 for working-class individuals, $2,400 for couples and $500 for kids.

If that amendment was signed into law, what would it mean for you and your family?"
SenSanders,1337496894973628416,SenSanders_1337496894973628416,"Members of Congress cannot go back to our families for the holidays when children in the richest country on Earth are going hungry and millions are scared to death of eviction.

We must pass my amendment with @HawleyMO to get $1,200 direct checks to the working class of America. https://t.co/gIy04xDXqp"
SenSanders,1337246419170828288,SenSanders_1337246419170828288,Yes. We must abolish the death penalty— period.
SenSanders,1337190053798359040,SenSanders_1337190053798359040,"These are very, very difficult times for working families.

I want to thank all of you for your help in getting Congress to support my bipartisan amendment to provide every working-class adult with $1,200, and $500 for their kids.

Congress cannot leave without doing that. https://t.co/g0VmhYsnKR"
SenSanders,1337163557788655616,SenSanders_1337163557788655616,"I am on the Senate floor to introduce a bipartisan amendment to provide $1,200 in direct payments to working-class adults and $500 to each of their kids. In the midst of this pandemic, Congress cannot go on recess without providing this relief. https://t.co/9qkTjKwaYh"
SenSanders,1337085657177595904,SenSanders_1337085657177595904,"Yesterday alone, over 3,000 died from this horrific virus.

The working class of this country is in the worst financial shape since the Great Depression of the 1930s.

The American people need help and they need help NOW! https://t.co/fJzx5N9tHi"
SenSanders,1336786079098269696,SenSanders_1336786079098269696,"I am going to the Senate floor to vote AGAINST Trump’s huge arms sale to the United Arab Emirates.

The United States should be working to deescalate conflict in the Middle East, not fueling it by selling more and more weapons to regimes using them to kill civilians. https://t.co/2Gi1IZATuR"
SenSanders,1336745811993038848,SenSanders_1336745811993038848,"With so many people facing economic desperation, Congress cannot recess until we pass a COVID-19 relief bill that includes at least $1,200 in direct payments for adults, $500 for kids, expanded unemployment benefits and emergency aid for states and cities to prevent mass layoffs."
SenSanders,1336706675269652480,SenSanders_1336706675269652480,"Here in Washington when we go to war: there's endless amounts of money 

Tax breaks for billionaires: endless amounts of money

Corporate welfare: endless amounts of money 

But when children are going hungry in America today, suddenly we don't have enough money. That's wrong."
SenSanders,1336384036206501888,SenSanders_1336384036206501888,"Given the horrific extent of this crisis, it would be unacceptable to take a major step backwards and pass legislation that only included $348 billion in new money.

My colleagues and I are demanding real relief for the American people. https://t.co/EddUlQR8uT"
SenSanders,1336380291515101184,SenSanders_1336380291515101184,"The American people need help and they need help now. That means any COVID-19 relief deal must include:

-$1,200 direct payments to the working class 
-No get-out-of-jail free card to corporations that put the lives of their workers and customers at risk https://t.co/0hNeyXB7El"
SenSanders,1336151967631106048,SenSanders_1336151967631106048,"The $1,200 direct payments to working class adults and $500 for children passed in March kept 3.3 million Americans out of poverty.

Today, 1 in 4 workers are unemployed or make less than $20,000. Congress must provide direct payments to the working class NOW! At least $1,200."
SenSanders,1335726191819493376,SenSanders_1335726191819493376,"People who lost health insurance during the pandemic:

Canada: 0
United Kingdom: 0
Germany: 0
France: 0
Australia: 0
Japan: 0
South Korea: 0
Taiwan: 0
Denmark: 0
Finland: 0
Norway: 0
United States: 14,600,000

Health care must be a right, not an employee benefit.
#MedicareForAll"
SenSanders,1335280385777864704,SenSanders_1335280385777864704,"If a company disregards the health and safety of its workers, demands sick employees return to work, requires employees to work without masks, proper protection, social distancing or adequate ventilation they must be held accountable. We cannot give corporations a right to kill."
SenSanders,1334955893645922304,SenSanders_1334955893645922304,"Given the enormous economic desperation facing working families in this country today, I will not be able to support the recently announced Manchin-Romney COVID19 proposal unless it is significantly improved.

Read my full statement: https://t.co/MvkbMwpyQB https://t.co/wQhWOh1u3e"
SenSanders,1334612051671527424,SenSanders_1334612051671527424,"Big banks are making record profits by charging sky-high interest rates &amp; fees. Unacceptable. If we're going to rebuild the middle class, we must significantly reduce consumer debt. I will be reintroducing my bill to end Wall Street greed &amp; cap credit card interest rates at 15%."
SenSanders,1334230312105226240,SenSanders_1334230312105226240,"In the midst of the pandemic, the economic collapse and climate change, Medicare for All, a $15 minimum wage, the Green New Deal, canceling student debt and taxing billionaires are not radical ideas.

They are exactly what the American people want and need."
SenSanders,1333503059486531584,SenSanders_1333503059486531584,"As bad as the pandemic has been for the overall economy, it has been far worse for Black and Latino workers. During the pandemic, nearly 60% of Latino families and 55% of Black families have either experienced a job loss or a pay cut. Congress must act NOW."
SenSanders,1332811718708383744,SenSanders_1332811718708383744,"The assassination of Mohsen Fakhrizadeh was reckless, provocative, and illegal. As a new administration takes power, it was clearly intended to undermine U.S.-Iran diplomacy. We must not allow that to happen.

Diplomacy, not murder, is the best path forward."
SenSanders,1332387462690246656,SenSanders_1332387462690246656,"As profitable corporations like Walmart rake in billions in Black Friday sales, it’s time for their workers to receive the hazard pay, a safe workplace, paid sick leave, a living wage and the benefits they deserve. https://t.co/oJtiaHNE2Z"
SenSanders,1331677189331443712,SenSanders_1331677189331443712,"Wealth during 8 months of the pandemic:
⬆️$111 billion: Elon Musk
⬆️$78 billion: Jeff Bezos
⬆️$66 billion: Walton family
⬆️$48 billion: Mark Zuckerberg
⬆️$40 billion: Bill Gates
⬆️$30 billion: Larry Page

Meanwhile, tens of millions face economic desperation."
SenSanders,1331408180744695808,SenSanders_1331408180744695808,"Healthcare spending per capita:

🇺🇸 $11,702 - 92 million uninsured/under-insured
🇩🇪 $6,646 - 0 uninsured
🇨🇦$5,418 - 0 uninsured
🇫🇷 $5,376 - 0 uninsured
🇯🇵 $4,823 - 0 uninsured
🇬🇧 $4,653 - 0 uninsured
🇫🇮$4,578 - 0 uninsured
🇰🇷 $3,384 - 0 uninsured

Yes. #MedicareForAll saves money"
SenSanders,1331368190081970176,SenSanders_1331368190081970176,"If we don't get our act together, the outrageously high cost of prescription drugs will lead to the deaths of 1.1 million Medicare recipients over ten years. Unacceptable. The new Congress must have the guts to take on the pharmaceutical industry whose greed is killing Americans."
SenSanders,1331326635975565312,SenSanders_1331326635975565312,"250,000 are dead from coronavirus. 12 million will lose unemployment benefits by the end of the year.

Where's Trump?

He's busy golfing and sending out bogus tweets, trying overturn the results of a democratic election he lost by more than 6 million votes. Pathetic. https://t.co/inrSbFyXHn"
SenSanders,1330993926443036672,SenSanders_1330993926443036672,"Hourly Wages
Dollar General: $8
Kroger: $10
Walmart: $11
CVS: $11
Home Depot: $11
Lowe's: $12

2020 Profits
Dollar General: $1.4 billion
Kroger: $2 billion
Walmart: $15.6 billion
CVS: $6.2 billion
Home Depot: $10 billion
Lowe's: $4.9 billion

U.S. workers need $15/hr and a union."
SenSanders,1330958282152882176,SenSanders_1330958282152882176,"Per capita health care spending:
Norway: $6,647
United States: $11,072

Number of uninsured/under-insured:
Norway: 0
United States: 92 million

COVID-19 deaths: 
Norway (population 5.3 million): 306
Louisiana (population 4.6 million): 6,260

Yes. It is time for Medicare for All."
SenSanders,1330317101748396032,SenSanders_1330317101748396032,"Income and wealth inequality is soaring. Today, 1 in 4 U.S. workers are either unemployed or earn a poverty wage of less than $20,000 a year. Meanwhile, the 50 richest Americans own more wealth than the bottom 50%. We have got to create an economy that works for all, not the 1%."
SenSanders,1330281539050102784,SenSanders_1330281539050102784,"Do not forget: A Green New Deal not only helps us lead the world in combating climate change, but will create millions of good jobs in energy efficiency, sustainable energies like wind and solar, transportation and agriculture.

For the sake of future generations, let's do it."
SenSanders,1330223281765576704,SenSanders_1330223281765576704,"The American people can't afford to wait any longer.

Every working class American needs $2,000 a month.
Every unemployed American needs $600 a week.
Every American needs healthcare as a human right.
No one in America should go hungry or homeless.

The do-nothing Senate must act."
SenSanders,1329914155663548416,SenSanders_1329914155663548416,"Wealth of Jeff Bezos in 2009: $6.8 billion
Wealth of Jeff Bezos in 2020: $184 billion

Wealth of Mark Zuckerberg in 2009: $2 billion
Wealth of Mark Zuckerberg in 2020: $103 billion

U.S. Minimum Wage from 2009-2020: $7.25

We need an economy that works for all of us, not the 1%."
SenSanders,1329859536577048576,SenSanders_1329859536577048576,"During the pandemic, 647 billionaires in America have become nearly $1 trillion richer and now own twice as much wealth as the bottom 50%, while 40 million Americans face eviction. A society cannot sustain itself when so few have so much while so many have so little. #TaxTheRich"
SenSanders,1329840336038998016,SenSanders_1329840336038998016,"The recent wave of arrests in Egypt of courageous human rights defenders from @EIPR is an outrage. The incoming administration must make it clear to Egypt and all countries that, once again, the United States will support democracy, not dictatorship. https://t.co/VLAqsdlfv8"
SenSanders,1329519800259911680,SenSanders_1329519800259911680,"Corporate greed is out of control. While Jeff Bezos became $78 billion richer during the pandemic, Amazon has paid ZERO in federal income taxes over the last 3 years and continues to deny hazard pay and paid sick leave to its workers. This must change."
SenSanders,1329496570518269952,SenSanders_1329496570518269952,"A quarter of a million Americans have died from coronavirus.

Over 150,000 people are getting infected every day.

We need Masks for All. https://t.co/qghqNsMkce"
SenSanders,1329459827928666112,SenSanders_1329459827928666112,"While the owner of Tyson Foods became $600 million richer during the pandemic, 11,000 of his workers got COVID-19 because they were forced back to work in unsafe and unhealthy plants as managers placed bets on how many would get sick. We must end this disgusting corporate greed."
SenSanders,1329208075790807040,SenSanders_1329208075790807040,"The Walton family is worth $238 billion. Yet they pay wages so low, 14,541 of their workers in 9 states are forced to rely on food stamps to feed their families. Outrageous.

I say to the Walton family: Get off welfare. Pay your workers a living wage—at least $15 an hour."
SenSanders,1328727394459463680,SenSanders_1328727394459463680,"Cost of public college tuition:

Germany: $0
France: $0
Sweden: $0
Norway: $0
Finland: $0
Brazil: $0
United States: $10,486

In the richest country in the world, yes, we must make public colleges and trade schools tuition-free and cancel all student debt."
SenSanders,1326525095506923520,SenSanders_1326525095506923520,"This Veteran’s Day let us remember that privatizing the VA would be an insult to the more than 22 million veterans who risked their lives to defend our country. 

To our veterans: I thank you for your service and I stand with you in opposition to privatizing the VA. https://t.co/dj706BrJ3o"
SenSanders,1326297459547656192,SenSanders_1326297459547656192,"We must end U.S. support for the unauthorized, unconstitutional, and disastrous Saudi-led war in Yemen.  The suffering people there do not need more bombs.  They need more jobs, food and health care."
SenSanders,1326223683334135808,SenSanders_1326223683334135808,"Today, we say to the prison industrial complex: Yes. We're going to enact real criminal justice reform. And we start by ending private prisons and private detention centers. No more profiteering from locking people up."
SenSanders,1325537007787978752,SenSanders_1325537007787978752,We won't have a moral or sustainable economy when so few have so much and so many have so little. It's unacceptable that the 50 richest people in the U.S. own more wealth than the bottom half—160 million. In the richest country on Earth let's create an economy that works for all.
SenSanders,1322974802190213120,SenSanders_1322974802190213120,"If you paid $14 a month for the Netflix standard plan, you paid more than Netflix paid in federal income taxes a year after Trump's tax plan became law - while making an $845 million profit and giving its CEO a $302 million compensation package. End oligarchy. #TaxTheRich"
SenSanders,1322955185476554752,SenSanders_1322955185476554752,"Since Trump has been in office, he's provided $425 billion in federal contracts to companies that have shipped over 200,000 jobs overseas.

No, Mr. President. You're not standing up for working families when you give America's largest outsourcers billions in corporate welfare. https://t.co/e5fwXIzvL5"
SenSanders,1322622573583228928,SenSanders_1322622573583228928,"Here's how rigged the tax code is:

If you make less than $25,000 a year you are 9 times more likely to be audited by the IRS than a CEO who makes $30 million.

Meanwhile, the top 1% is responsible for 70% of the $381 billion in taxes that go unpaid each year. #TaxTheRich"
SenSanders,1322290241022152704,SenSanders_1322290241022152704,"Amazon, Facebook, Google and Apple made over $54 billion in profits last quarter. During the pandemic, the founding families of these companies got $280 billion richer while 20% of small businesses shut down.

It's time to break up big tech and tax their obscene gains in wealth."
SenSanders,1322273446278160384,SenSanders_1322273446278160384,"While 12 million Americans recently lost their health insurance, the private health insurance companies are making record profits during this horrific pandemic.

Healthcare must no longer be a privilege or an employee benefit in America. It must be a human right. #MedicareForAll https://t.co/RHyenhX6YJ"
SenSanders,1321866891468570624,SenSanders_1321866891468570624,"Latina women must have equal pay for equal work: the whole dollar, not 55 cents on the dollar of what white men make. #LatinaEqualPayDay"
SenSanders,1321847740532465664,SenSanders_1321847740532465664,"Donald Trump has gotten:

-$885 million in subsidies for his real estate empire
-$287 million of his debt canceled
-A $72.9 million IRS tax refund
-Free health care at a 100% government run hospital

Yes. Trump l-o-v-e-s socialism for himself, rugged individualism for the rest."
SenSanders,1321577841797070848,SenSanders_1321577841797070848,"2019 monthly cost of:

Humira for Arthritis:
United States: $3,400
Canada: $1,200
Norway: $900

Januvia for Diabetes:
United States: $331
Canada: $68
Norway: $34

Advair for Asthma:
United States: $310
Canada: $74
France: $35
Norway: $24

Is that what Trump means by America 1st?"
SenSanders,1321519338281672704,SenSanders_1321519338281672704,"If Trump could get $287 million of his debt canceled for his bogus real estate deals, please don't tell me we can't cancel the student debt of 45 million Americans who committed the ""crime"" of getting a college education."
SenSanders,1321503888361594880,SenSanders_1321503888361594880,"Absentee ballots counted after election day do not ‘flip the results of an election,’ as Justice Kavanaugh claimed. They are the results of the election. Period. https://t.co/jgnHZCxoSw"
SenSanders,1321149761114804224,SenSanders_1321149761114804224,"464 days ago the House passed a $15 minimum wage. The GOP Senate refused to consider it.

Since then, the 4 richest Americans increased their wealth by $189 billion &amp; are now worth $522 billion.

If there's going to be class war in America it's about time the working class won."
SenSanders,1321076683039006720,SenSanders_1321076683039006720,"Cost of a standard unit of insulin:

United States: $98.70
Japan: $14.40
Canada: $12.00
Germany: $11.00
France: $9.08
United Kingdom: $7.52

Here's what the price of a standard unit of insulin would cost if my Prescription Drug Price Relief Act passed: $10.80. Let's get it done."
